problem_id,judge_id,language,features,official_tests,passed_tests,compiled,sha256
ALDS1_2_A,1285152,C,array;loop,10,10,True,e7219bd8a0c2e29756b40d401c987c6cb43e85d50b9f8b0f0ad5c94523b5524f
ALDS1_2_A,9927622,C,array;pointer;loop,10,10,True,839500a1c1931da7673caf610bd79046cb196f8ed86671fbe29aaddeef391cf4
ALDS1_2_A,378889,C,array;loop,10,10,True,c82c5ae033f0adea43cb5089df41b7fad06c1b19bdba775d76e66139872def86
ALDS1_2_A,1338937,C,array;loop,10,10,True,9c87c59960b600c8615e99adc66fb3e921dd75311c75c9b3068f532498a25a33
ALDS1_2_A,6603737,C,array;pointer;loop,10,10,True,5e2a24e4733270d00f22f1043b5559ec00b6a3ac4c9d74d182b1e2b85f77a963
ALDS1_2_A,1299014,C,array;loop,10,10,True,376c4fa335d240f77c9a4bfd0c9ff1a4a306e32877fea4f0c5b22c23e27b2114
ALDS1_2_A,4953952,C,array;loop,10,10,True,46ce46026d399e9db6d4f074d060098d8151dd4d641a966148a95af7e9bc24a5
ALDS1_2_A,881633,C,array;pointer;loop,10,10,True,27014a79e507982a87bd5814a70a71375443cd3ccdf0134f3edc2868642dc9fd
ALDS1_2_A,954339,C,array;loop,10,10,True,d831e916d6720b99db7d6b738480afc8e9df4c83388746aa996d1b330911da95
ALDS1_2_A,906875,C,array;pointer;loop,10,10,True,aa531aa3b1ceaff9119064e30206b7d6b5071ea81f6cac3233d9a6f6904f10ad
ALDS1_2_B,11655163,C,array;loop,10,10,True,15ed99f2ff37bc287d27316606f377c3f8b07b55d773b79a79f92e899313720d
ALDS1_2_B,1285165,C,array;loop,10,10,True,adfd2cafde0b9a099d6994cd0b417ea3e1e6182c1489999916e438801c0dfa2b
ALDS1_2_B,9930160,C,array;pointer;loop,10,10,True,fa705664804d051ccc92fc7efa4afb5fd0bf7a27f9932f004b4bbe56ff15b285
ALDS1_2_B,378898,C,array;loop,10,10,True,5fdbccf0922c3d82ceb69a793f050ab1239db3343f794694e77f7135cedae7e9
ALDS1_2_B,1339156,C,array;loop,10,10,True,47d18293d25fcf40d93633ebf3e17600d456f377e22a3c488860a904ac7c6bc2
ALDS1_2_B,1299160,C,array;loop,10,10,True,d67d8a0feac72147af4413f39d45271e615aee106383f29fe7af9775ac7dc461
ALDS1_2_B,4954109,C,array;loop,10,10,True,33a24cf7776e012034733865844c192758db403aca2944652c943df0c8fb1d2d
ALDS1_2_B,3743057,C,array;loop,10,10,True,f37e07ee784cdfe67d2ab3550f4706aeb779e98ff00a636fe8b16ce40bbe47c4
ALDS1_2_B,881649,C,array;pointer;loop,10,10,True,05c24b0f880f11b741ea0f9f4a96f3d8d50c1ebed3b43da2df422d4d7c358e78
ALDS1_2_B,954353,C,array;loop,10,10,True,bb4143a2c5ae0d23962795744c9d7820eab37700c1ee0cb1acda670e5728b397
ALDS1_4_A,11655064,C,array;loop,10,10,True,5bc6cc2e2fe0cb055c015b94356fd1f904a5d8eb2420c9bbc7950234bfbfea46
ALDS1_4_A,1329670,C,array;loop,10,10,True,e620dd25f7f32011fe6e865121b2904cafd7dd49d65a5fb6bf0c640f2b877566
ALDS1_4_A,9995536,C,array;pointer;loop,10,10,True,a3dee41554d41f03c0ccc6d82d1fa9afec7c57b39c25fbca85d9fb6f588a3c08
ALDS1_4_A,3750036,C,array;loop,10,10,True,4658c51ca5840150b2148428fb97b950dc2a13122e4271dac544d517ae13d43f
ALDS1_4_A,881747,C,array;loop,10,10,True,faf54bde8c127492b17ee29fd21c2c0dfddbe13bb4d1424e5b2cba42b8345db2
ALDS1_4_A,1390899,C,array;loop,10,10,True,84ab97b590e4023b8763da74d70199c5fbbe07c1a911c2733d141c7578aa83cb
ALDS1_4_A,931416,C,array;loop,10,10,True,ea2b33bf5d50d72819f26ac891a0031ad31a3993ccebc225a3b3b8eff89df5de
ALDS1_4_A,2709662,C,array;loop,10,10,True,6edb84dcad21d69add2f0cfe7376ef7f62235f3c2a152506eda9d259fa63f10a
ALDS1_4_A,1316101,C,array;loop,10,10,True,623c49a470133821cfee4f07cb55e75bcf617700ad88b728ffb9b344bbe05e34
ALDS1_4_A,9806224,C,array;loop,10,10,True,3718b443bf8401f4410a6735309510b7ae7d0a845e31dff2b7d4312ce489bc34
ALDS1_5_A,2324830,C,array;loop,10,10,True,f6a204db6e737c9577d4ba027191d6aa3d344990d03c665c2024ed52cb9d291a
ALDS1_5_A,11371121,C,array;loop,10,10,True,e97b7b3f753e898b81b501313153a99635b6976b9f42f8540a413dfdc9db590c
ALDS1_5_A,1338409,C,array;loop,10,10,True,0b6009c75c4833eb3d4ccbd5b0c2b65f97361487a2081d71fa6c3b9806133e4d
ALDS1_5_A,10016458,C,array;pointer;loop,10,10,True,f34b338a2c21c7ae4e50c00ad556813c72d23f443d1e0affcad9bb89107c5da8
ALDS1_5_A,1349587,C,array;pointer;loop,10,10,True,13366c7ad4f76ea60a76ff64342bb6cd43bcd580ff3df43aaf02d2c02604800d
ALDS1_5_A,4970018,C,array;pointer;loop,10,10,True,b5096ddeb35fcbcfaeaa86bd2b034f10eea1d3b9042d9a1959f94f4555ed654a
ALDS1_5_A,3750233,C,array;loop,10,10,True,3fb0c399d1daddf91f734ad3a3c50ccdbafafe669b3e43c9de5285ac67696ea1
ALDS1_5_A,881817,C,array;loop,10,10,True,b5c86309bb51ee50e489293a61568cd77a091dc6cdde5d17d1dd20046a53f2ef
ALDS1_5_A,405360,C,array;loop,10,10,True,fc3a2761812a2612c366ecb3cb2a2c366b7fe2ec099353c1e5899fb40b4fed5f
ALDS1_5_A,1427191,C,array;loop,10,10,True,e121ef9cb9e70e3b473e04b1e25beef5665670855fea8c2b49387fd1d512ce1c
0006,2480310,C,array;pointer;loop,1,1,True,68c499ac77ba5bc9f897f5ddb5225153fe93fe41fed13f1e9d765d1bcce41a9e
0006,650483,C,array;loop,1,1,True,6cecad66ffb2d166d9eeb4e7394f163c90ff37db6834c66573c9ee1f719f5bac
0006,443216,C,array;loop,1,1,True,abcf1ea0d08a962de6a56ea1ed0d7e39f9d0c7b7d7863bc507d28670d020efef
0006,922650,C,array;loop,1,1,True,b61e44f277aa75474cca1630b0d43b349ec09eec4463efd48b955e48243f2080
0006,351196,C,array;loop,1,1,True,7f5a131c9a8edc1fafaa0cab1ce85268333520bedbf5cd92f17646d58a813f16
0006,1065469,C,array;loop,1,1,True,51a31704b0fda66ceb12c3f21517e7202cc669efcf2a94f43148437da9522c98
0006,96292,C,array;loop,1,1,True,9916198585c9a2bab194e67969d40e2c54c79e1d5a84c63e2c47ad0602974aab
0006,655469,C,array;loop,1,1,True,138f22be326970b033ed4e832aa5a80b70fe2c0c750995285368c25d253b0fb1
0006,481892,C,array;loop,1,1,True,7a6077d218b65324559146129c93f8324abd7733ba7d71fcb552c9dc3d722c0a
0006,648175,C,array;loop,1,1,True,1647f6ed2d91726aadf49d4330699afb3031f6a25ea9d2caa33b344dedc6b8f3
1159,2638371,C,array;loop,1,1,True,5c4a4a93c1d11ecb01f292a0f5be93805bfd9d04a82a591da1c2146c5945f7d4
1159,421632,C,array;pointer;loop,1,1,True,e9299c3089d70e4ec3bbcc888343c1518197b28b1a5aed14ff4b864f10f6dfbd
1159,1823714,C,array;loop,1,1,True,57aa5f35e4682ba33fd99c9e3f19e0cc7df6b1e9ce311e5e048f78ce0da0acab
1159,730972,C,array;loop,1,1,True,73186a875f20b0ab8079791c27407b133cb28743b3befd92db40be22a2eb3a3f
1159,24670,C,array;loop,1,1,True,685f1e57b44a5585b919c8db81555b38a701e65f6285db8b87cbf141dbee8cea
1159,372384,C,array;loop,1,1,True,f741468678e219a2bd7f2c808d9011be7989f198c3270fa7816efce496b38485
1159,957456,C,array;loop,1,1,True,837fe9c8f2393abc442c85c665aa3765089e684df69773f7696f796739a48a37
1159,605926,C,array;loop,1,1,True,ce3a469edc78dab065453331bdd36722be6a240a9ab16571e8c568570556219e
1159,28662,C,array;loop,1,1,True,59895f0972a706bff74784d4d72189b2ce48059758bc1ff8fa891a517e345c79
1159,2193934,C,array;loop,1,1,True,4f83e385a18f903c1757bfaeb40e2ac1e435b8a0d45f5cedf6d76f0d1f55ef73
ALDS1_11_B,7382012,C,array;loop,8,8,True,bc9b4c95809d86c785fa402913432236b1a51b454c594b0bad7d35c9854c29c9
ALDS1_11_B,1371344,C,array;loop,8,8,True,47260b568951cac30a3a7c98f5d57ddbd5a39f3c7c97bba0f3294bd4cb1e1e9c
ALDS1_11_B,1427826,C,array;loop,8,8,True,7bb9cd1e75a76ae83008e203614818b099b7135c00ba522ec1ab6e4d82ec88b5
ALDS1_11_B,10137070,C,array;loop,8,8,True,afcdb3fe200d14df51c0b57e92bb244f54ad60b02e3f02fa80a474f58b732c40
ALDS1_11_B,5077690,C,array;loop,8,8,True,9291d53aa0f2cc489690cb32f6ece06092fabc421254df94c27e184e1f499b0a
ALDS1_11_B,443392,C,array;pointer;loop,8,8,True,08cb272dac385017b517401875dd336e6a460c9b6e5535503950df16876857e2
ALDS1_11_B,442335,C,array;loop,8,8,True,352989ebd0d78eb135d464dcc118957a8c8aad774c585dc1ad4260ea8ff7e97a
ALDS1_11_B,1380123,C,array;loop,8,8,True,0ab7e7b5a3168a897dccb07de7c5167cdd56787dbbf0c12475b2133ea6e0d16b
ALDS1_11_B,3542362,C,array;loop,8,8,True,732aa9424a317cd41a4e50371996d62de2bb196231df7f66c8b85171e163beb5
ALDS1_11_B,2626181,C,array;loop,8,8,True,0bb4e1030cc590bc496d3fa342ac320447459503448526b02bd84c511c7c7cef
ALDS1_11_C,10137091,C,array;loop,8,8,True,6fc2d38f927a08ee862b3433b32dcbe295c38a072f0101f5d2f7a2521e94128c
ALDS1_11_C,5078230,C,array;loop,8,8,True,ed24c769602499af430ed23e552e6437f638a7b8dfc36cad6bddef545ef72d35
ALDS1_11_C,3542364,C,array;pointer;loop,8,8,True,8587710dda73255334f205fdea7a5c320eb2aada4d92b1aabaa9e23b0b602848
ALDS1_11_C,4136370,C,array;loop,8,8,True,badefd16e84a33d9e0ccdead7978bb506fe52f3c700969d7e237ba7f6e74f82d
ALDS1_11_C,1371269,C,array;loop,8,8,True,c3d04a45a190d508895219d78639e23d568df2af6c39296cee22ffad8912c3c3
ALDS1_11_C,949546,C,array;loop,8,8,True,f24c14cffc41e37dcd69eac8b17b9f3dafea672c3a2441e82eeb3cf845f9953e
ALDS1_11_C,1724842,C,array;loop,8,8,True,8c3ae7fda7c4d43f3914724a6d57b97e31a78f139aca6de7a46a8f2c7a936b64
ALDS1_11_C,6353577,C,array;loop,8,8,True,bf166a842b7027398492996549db9b5a74ee7329d1168ec108200da73fdcd10b
ALDS1_11_C,8885104,C,array;loop,8,8,True,3386ac9992b7da9a43155147958d798c99f3e98ec493de6086e588769c50bad9
ALDS1_11_C,5154889,C,array;loop,8,8,True,6c194807366583ec9aabbcb20da3dc3f7600a4d96087493c3cfe4c75e725dc2a
ITP1_11_A,2825313,C,array;pointer;loop,14,14,True,045306be2caa4dfd017ed4e5682307fbefb7d03ab72bdee2192901fd799ba127
ITP1_11_A,1329201,C,array;loop,14,14,True,935ef4cc783ef7f61a44ac8a03c49412db0c01fea96b767320cbd3eeab2bc849
ITP1_11_A,1933946,C,array;loop,14,14,True,ab1823b9fb836c31a0ea45ce3e8957d4a39ae66528b7a05adca1afbae9f13bd1
ITP1_11_A,2291850,C,array;loop,14,14,True,c4d00c773a31bb638329a01b4461096aed033bc7c14c1ddef46657e985e9a546
ITP1_11_A,2207874,C,array;loop,14,14,True,912ca477c54633cf00dcbfbb4968e78d539b244040c23d38499c5b1d8d4219b0
ITP1_11_A,2881290,C,array;pointer;loop,14,14,True,dcc6908f5d44f14ea93cf83da9e59e610a6759dbe881e513b674643caa7375f9
ITP1_11_A,1377423,C,array;loop,14,14,True,5f53958f9c30f152c630d9f2fb0661782fcc3ca5bf6e4114336058f80bfa8195
ITP1_11_A,1453265,C,array;loop,14,14,True,ffa234fd367944fce05ee3b39fe04382ce6a0667bbd5944f1e1918d12cffff11
ITP1_11_A,1397793,C,array;loop,14,14,True,12a1a055340b440d527b0811c24be9047fb296bfd03de6687888653738e6157e
ITP1_11_A,4462222,C,array;loop,14,14,True,db75d8f50c3da1b1dce1e4f03b7e2440d48604cb20dc30ab2b9bb6d1d83e7c31
ITP1_9_B,1049668,C,array;loop,4,4,True,0a70be480ea2421fd75cdf50c3b4437dee06adf2bd2ab5a0da91ddd220baac14
ITP1_9_B,3153844,C,array;pointer;loop,4,4,True,53e1825a0394a92ca247690ffaf5849f607cf471dfd6d32658909291646222fd
ITP1_9_B,1307627,C,array;loop,4,4,True,ac1f7258b6c83c15d9a4cef4704d12f033d28c83bdaac7dc1f7de62efd5b7f08
ITP1_9_B,3742533,C,array;loop,4,4,True,8d4193e63e1ef2fbf4283a51bb6d8b296b908fc97524a20808e288a145ebf731
ITP1_9_B,1340025,C,array;loop,4,4,True,cc9fb4ddda0d749a5299d4b0ed7b9674bb714b98fb1a9ad216b6284b07894c06
ITP1_9_B,1310992,C,array;loop,4,4,True,8be41816a4475da4c6e2de72e93d073b3f73b852d2a839b656d245dbdc3daef5
ITP1_9_B,921900,C,array;loop,4,4,True,652fece9f33cb55d201f767e526cdc94d8dd8417dc6f29877103a3be18cc32d3
ITP1_9_B,911505,C,array;loop,4,4,True,07cfb0a2112e0ddbfc4c8289a74ec6cd0618d0fc80cd307b796565a4208896b1
ITP1_9_B,1933396,C,array;loop,4,4,True,d74e63fe66a293d77cfe8c5a400fc0fa5f874b6ef97666efff457767166047dc
ITP1_9_B,7997020,C,array;loop,4,4,True,522d306023f146c981138019aa30375b056e05e197c56381ca35b81922f53e78
ITP1_9_C,11041400,C,array;loop,4,4,True,721505481c1986bada038ddb38c60bcf2f212c832da5882a8fe9adb4b0bd8c46
ITP1_9_C,1049791,C,array;loop,4,4,True,b574778ab49524253e6c204344abaabb817e664a3791b5a44d67959c8cdd8877
ITP1_9_C,3154058,C,array;loop,4,4,True,2d8281da30a62fe5ed9b5523c3f5603a6b9894e60acee1371a1009639ab56738
ITP1_9_C,1310068,C,array;loop,4,4,True,5166eab6ad15488a27be6caddde2e1a64bb1b9ba3c1b118940885d2d88a08543
ITP1_9_C,4753631,C,array;loop,4,4,True,4bab21198ac87199696a4e50302c21b58d98180ee2131c00373a3cadf8175206
ITP1_9_C,3742544,C,array;loop,4,4,True,f4fb6c8493992e3dd0c8e9855e80ad93ce25f0b3b79f7f4a9966a173b45884aa
ITP1_9_C,879898,C,array;loop,4,4,True,ca8bfd83201e238142a9f5961c9a0d2a6cc8e40660cda073e58f2f6ac79122c5
ITP1_9_C,1340051,C,array;loop,4,4,True,1e7bf317b5cdb4f1fa552200b6047896954c2e04f98b035ea0d70adc2c0fe70b
ITP1_9_C,714214,C,array;loop,4,4,True,519b770dc113b2d19bd0c4d6d6068733e9e0314ece0b8d5397d6ff4ee867d9e3
ITP1_9_C,1311004,C,array;loop,4,4,True,25a8162cde4b2ab7ca9a308b9d279f5b9d128e0ce653e7f6cb521387c92576aa
ITP1_9_D,2826323,C,array;pointer;loop,16,16,True,cfa4e08ebd7e23da3660a5023d1269e8260040bb28537531c695447720eb28fc
ITP1_9_D,11042051,C,array;loop,16,16,True,73c739acb5e785fdb3382d705ac7baf427668ff0aa854d576c57494d22df0539
ITP1_9_D,1049831,C,array;loop,16,16,True,d9fac9da0de8bf75fb371b0ede42568b524e7c7a65a1efef862f659afa00a097
ITP1_9_D,1312267,C,array;loop,16,16,True,f0dc12127c283e9a87aaa745d0460f2a5daa684f38ed40ec141b45f346e6fca5
ITP1_9_D,1341589,C,array;loop,16,16,True,68040fe242b5440c197ee94d4a386ac3843552e3e187d4621fa3369608f00ee1
ITP1_9_D,1311031,C,array;loop,16,16,True,e7ec83fbf0e8f6a7663b04d688e5620d360f17f38177a5ec4f3cdee63f930f49
ITP1_9_D,1285313,C,array;loop,16,16,True,c9f46a94762b0715105b97476ebf83a8d44d730940f071921c3a306d47311da3
ITP1_9_D,2033688,C,array;loop,16,16,True,796e13f5b3515977c627d8c63fa15d0ca6e5891b6aba1d12bd22daea9acb7692
ITP1_9_D,1933442,C,array;loop,16,16,True,2455e10c480ed29739d53ba8ad5aa734722107bf25f7fe1f20b1fd971dabdc85
ITP1_9_D,7997153,C,array;loop,16,16,True,6b343346233264545174357e40d2b7c7145a1b2577732235289767e48869e9ff
0103,159837,C,array;loop,1,1,True,f7dcbfc1b8af6714954330a241cf46920448f67c76f6198640e53feecb3dc893
0103,5542342,C,array;loop,1,1,True,f1315af98f69718b3a7b4df7225fdc12bb6b135ffd0a65c75edb272607ee0bc0
0103,20482,C,array;loop,1,1,True,dc8c83fc668741b786b5e512d6a09d0b5a542f2c7440e50f9aecdee1f1ce4eb1
0103,498200,C,array;loop,1,1,True,00e0bc77b9e316dca448a445dea83b5b8bfdb478284b39fc5ead873df21c4e4c
0103,189049,C,array;loop,1,1,True,c910be4dfeac69d7cb246e426daf335de8a3bd26afa3e688e08430ed017ceac8
0103,389568,C,array;pointer;loop,1,1,True,c41556da2f8147ef4ba9056c76343b8261b47ac6689c70cdc92b89bee6537af2
0103,311806,C,array;loop,1,1,True,78d05fe083a2b4e50d3ee43bdeac38a1b773ab5c55723f84b52dd461b0a58b4d
0103,1019436,C,array;loop,1,1,True,ad7516dab26e7e626f8d3f83ef5e53f2b0936cedc25bf7ea5f6a94b5b24ae79d
0103,208932,C,array;loop,1,1,True,c841a3a95a74405dfd8bc84cc0aaa1f1c56dafa3b91cc50a16049cf962995ac0
0103,873018,C,array;loop,1,1,True,5c8094819116deef34335bd985f37e325a46104ac608440b20bcf3b5cc081275
1129,2530905,C,array;loop,1,1,True,426ef5376ddead0a77192c49b0e5498f59986445c2ebcd5a325934304d05a0f5
1129,713754,C,array;loop,1,1,True,07a98b60a142a3c9ff6322a9685d13c51a8ba1a633286a66c99e8de93c6f78a3
1129,1762435,C,array;loop,1,1,True,6b7fce717267fd446730bb6d1157cf4e6f8219815ef70e350dee44482ce76399
1129,21153,C,array;loop,1,1,True,417db83f86eb7a61b6dcd85f8566268b985f83bdf339c0b86bdad74b7bd8b16e
1129,1325806,C,array;loop,1,1,True,91592528bb7e03a897148b2a90aa65d5a6732b6bb93c61c4d9b52d502791cdd1
1129,371937,C,array;loop,1,1,True,1cf1b779f4b48d2a2f1e762454c9c84311b2ee3a34ee7af6cac058a3910809de
1129,1323584,C,array;loop,1,1,True,f9ed9314e9c173ca5cde9fcf135a0b3d173453999a59516a373c10322879845c
1129,2193923,C,array;loop,1,1,True,7d9ce468456d1727e55cb77b358b4d6a636cc5798f8df5e25eef2c46ce6f28c0
1129,1422627,C,array;loop,1,1,True,d6a9b790cd9f46ff95c56252960ce1d7dce260283532e95fdc37bb0a8b35113d
1129,996898,C,array;loop,1,1,True,376c3f71756e058dfb18619c723327d39edae4279c6d51896c606312d21a957d
ALDS1_10_B,1418302,C,array;pointer;loop,10,10,True,241f7c0fe3cd51fe2151427f824d052f81c0c81ce774828d4b832513b3d679b3
ALDS1_10_B,2625813,C,array;pointer;loop,10,10,True,8270cce4880dd31b689d765f5d9812051d0f1b76017fcae2c3c3e8ff1803b6f7
ALDS1_10_B,780747,C,array;pointer;loop,10,10,True,62ba26159ab8ad891f796c60ed3f6fbde74561415806bd3a1163371da46c7b17
ALDS1_10_B,716928,C,array;pointer;loop,10,10,True,14b135175d9cf1b202052c5bab402df35f62486c9fb3c99f7410c87e71aad813
ALDS1_10_B,5470663,C,array;pointer;loop,10,10,True,51a104156e8e7d542258f0685626f3607a4b7ab5dbde9f0b6e806d000c9b9a2d
ALDS1_10_B,5151633,C,array;pointer;loop,10,10,True,baec53f0e1eb23bcf36ec92488e64e51c475f7d1cfc29c7abc328222950806b9
ALDS1_10_B,1914894,C,array;pointer;loop,10,10,True,34b67d96fa71bde014b66a57a501c478eef2469a7221098af5497452baec0e47
ALDS1_10_B,3950196,C,array;pointer;loop,10,10,True,e142a24a5fc8f93646a135ae48bc4ffd507d1e5db4e0fd9821d13238533a6b2b
ALDS1_10_B,8825877,C,array;pointer;loop,10,10,True,3dbab9ee52df55a16028d1a0d2d4f0017e9cb38253e60ba2212b8d2e26f7de65
ALDS1_10_B,8803775,C,array;pointer;loop,10,10,True,de9350e36396007b08d168bd30054787b4f48fd0dba9fa0b392ec2bcd30a3a81
ALDS1_12_A,1438755,C,array;loop,6,6,True,6673b45d66e7ea1c9452d26d37b5a8dadf22b67a7791fd55fb0a6898b67ca079
ALDS1_12_A,781994,C,array;loop,6,6,True,7af33b175fdd17ce66cdf7eda1d66e9f24289f03c727954280f81ea920edcba5
ALDS1_12_A,3357567,C,array;loop,6,6,True,4dc02830fd202a462e68aea58e5528286df2fe95146fc427f5893d0ab92765ef
ALDS1_12_A,1427105,C,array;loop,6,6,True,f52728c89d6f0a895134bdfaaf1dcb8e0e733aa303806447a779bd42c7dfaa2c
ALDS1_12_A,6377907,C,array;loop,6,6,True,9ca1da367d73fb0c5a0d09cb5d8fb4ee0c72d01017840adf4344e1453110b798
ALDS1_12_A,8844374,C,array;loop,6,6,True,ac4fb8967a402741520c91600ef5926b72de57fe5b5ca5b98e7db191d548357e
ALDS1_12_A,3262145,C,array;loop,6,6,True,2a773e892aecf2da619426bbe1e62ab294628a63edf97ff66d685a295db39356
ALDS1_12_A,10147844,C,array;loop,6,6,True,c9cf0f05fa8a830d5b22c4df23dbaa00e917fcb3e4c08c8b37788f18ce6aa2bc
ALDS1_12_A,6246750,C,array;loop,6,6,True,8a9a32f7e22bc5065877e157f73419e0b57efdb4bcbb79b33436f2459a0e026e
ALDS1_12_A,8872001,C,array;loop,6,6,True,6657071bae0520c6e6752881d0eb3c4356316e62f386c92ab810eaf6ac1d2a37
ALDS1_9_A,431876,C,array;pointer;loop,4,4,True,d2fba5fe270f36ff18a59a1930bbf59decd17f6f59c8d967b6895dfd74fdcdc3
ALDS1_9_A,10101823,C,array;pointer;loop,4,4,True,972186dbfb82ba8de6895798206993d1fed838aeffcf3bbd1f060984268407be
ALDS1_9_A,3752036,C,array;pointer;loop,4,4,True,e0480735e000e1d0574e78ca126e3a5d57c02df7753502b31f7fb45816fda124
ALDS1_9_A,896335,C,array;pointer;loop,4,4,True,72c2b74db1607ebd279bbcf80ef25988a0992379c1191de4afa7285a43d90f0e
ALDS1_9_A,2140961,C,array;pointer;loop,4,4,True,70196227335909b7d5b70a80b65085fe6c291146a6a1751a0224d039d630fd0e
ALDS1_9_A,4121381,C,array;pointer;loop,4,4,True,28bb39cc5a6aca46aceddaca349c09ff191f5c38ebdf6624485dfa9e6fc92444
ALDS1_9_A,2359022,C,array;loop,4,4,True,2e2db970d8e672b0ca65b8ff210fccddd0fa605a64be3abbe3f396b657ee4a76
ALDS1_9_A,778162,C,array;pointer;loop,4,4,True,69ddfe74365fbadc6efc793d8eef62fbf0f8abde04217d956ecd5448c7d46b2d
ALDS1_9_A,3340831,C,array;pointer;loop,4,4,True,f5e9bb19df9437b761d87350692a1624f064458674aebd8b868d18476e0e46ee
ALDS1_9_A,3142856,C,array;pointer;loop,4,4,True,6e4d797b1d4d60a2306165102409cc0156664401fd4ad9775159856d8269cd2b
0000,2463678,C,pointer;loop,1,1,True,70549c26a095cd9a0bb8393de5f9d7a05ec63189ed5595de873ec1937f103481
0000,966999,C,pointer;loop,1,1,True,25774672fa9819dc95ec8e903c3813097150c4907e604f1f1aa51754a4822a28
