filename,basename,gpt_time,gpt_mems,gpt_path,gpt_error,dfs_time,dfs_max_mems,dfs_min_mems,dfs_best_path,dfs_error,dp_time,dp_mems,dp_path,dp_error,success_gpt,success_dfs,success_dp,gpt_eq_dp_mems,gpt_eq_dfs_mems,dp_eq_dfs_mems,gpt_dp_mems_diff,gpt_dfs_mems_diff,dp_dfs_mems_diff,eppath_feasible,eppath_feasible_reason,eppath_feasible_source,gpt_path_feasible_by_eppath,is_true,worst_mems_dp,worst_path_dp,worst_mems_dfs,worst_path_dfs,run_round,run_stage,run_stage_tag
/home/zhangliwei/eppather/testcase/output_complete2/arithmetic-integer.c,arithmetic-integer.c,422.5873,5,"[TEST INPUT PATH EXPR]:
result[0] = a + b;
result[1] = a - b;
result[2] = a * b;
result[3] = a / b;
result[4] = a % b;
return;",,0.0611298,5,5,"[TEST INPUT PATH EXPR]:
int a;
int b;
int result[5];
result[0] = a + b;result[1] = a - b;result[2] = a * b;result[3] = a / b;result[4] = a % b;return;",,0.277792,5,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,5,,5,"[TEST INPUT PATH EXPR]:
int a;
int b;
int result[5];
result[0] = a + b;result[1] = a - b;result[2] = a * b;result[3] = a / b;result[4] = a % b;return;",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/bitmap-read-an-image-through-a-pipe-2.c,bitmap-read-an-image-through-a-pipe-2.c,228.5644,2,"[TEST INPUT PATH EXPR]:
test[0] = 0;
@(test[0] == 0);
return 0;",,0.119199,2,2,"[TEST INPUT PATH EXPR]:
int name[5];
int im[5];
int pipe[5];
int buf[356];
int test[5];
int i;
test[0] = 0;@(test[0] == 0);
return 0;",,0.351082,2,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,2,,2,"[TEST INPUT PATH EXPR]:
int name[5];
int im[5];
int pipe[5];
int buf[356];
int test[5];
int i;
test[0] = 0;@(test[0] == 0);
return 0;",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/bitwise-operations-1.c,bitwise-operations-1.c,449.1034,7,"[TEST INPUT PATH EXPR]:
@(true);
result[0] = a & b;
result[1] = a | b;
result[2] = a ^ b;
result[3] = ~a;
result[4] = a << b;
result2[0] = a >> b;
c = a;
result2[1] = c >> b;
return;",,0.0726429,7,7,"[TEST INPUT PATH EXPR]:
int a;
int b;
int result[5];
int result2[5];
unsigned int c;
result[0] = a & b;result[1] = a | b;result[2] = a ^ b;result[3] = ~a;result[4] = a << b;result2[0] = a >> b;c = a;result2[1] = c >> b;return;",,0.475351,7,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,7,,7,"[TEST INPUT PATH EXPR]:
int a;
int b;
int result[5];
int result2[5];
unsigned int c;
result[0] = a & b;result[1] = a | b;result[2] = a ^ b;result[3] = ~a;result[4] = a << b;result2[0] = a >> b;c = a;result2[1] = c >> b;return;",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/call-a-foreign-language-function-1.c,call-a-foreign-language-function-1.c,489.3536,5,"[TEST INPUT PATH EXPR]:
sum[0] = arg1 + arg2;
diff[0] = arg1 - arg2;
product[0] = arg1 * arg2;
@(arg2 != 0);
quotient[0] = arg1 / arg2;
remainder[0] = arg1 % arg2;
return;",,0.120098,5,5,"[TEST INPUT PATH EXPR]:
int arg1;
int arg2;
int sum[5];
int diff[5];
int product[5];
int quotient[5];
int remainder[5];
sum[0] = arg1 + arg2;diff[0] = arg1 - arg2;product[0] = arg1 * arg2;@(arg2 != 0);
quotient[0] = arg1 / arg2;remainder[0] = arg1 % arg2;return;",,0.510572,5,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,5,,5,"[TEST INPUT PATH EXPR]:
int arg1;
int arg2;
int sum[5];
int diff[5];
int product[5];
int quotient[5];
int remainder[5];
sum[0] = arg1 + arg2;diff[0] = arg1 - arg2;product[0] = arg1 * arg2;@(arg2 != 0);
quotient[0] = arg1 / arg2;remainder[0] = arg1 % arg2;return;",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/character-codes.c,character-codes.c,58.4858,2,"[TEST INPUT PATH EXPR]:
@(1);
result[0] = 97;
result[1] = 97;
return;",,0.0430595,2,2,"[TEST INPUT PATH EXPR]:
int result[5];
result[0] = 97;result[1] = 97;return;",,0.137978,2,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,2,,2,"[TEST INPUT PATH EXPR]:
int result[5];
result[0] = 97;result[1] = 97;return;",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/classes.c,classes.c,54.6385,5,"[TEST INPUT PATH EXPR]:
@;
pthis[0] = 0;
MyClass_new_variable[0] = pthis[0];
MyClass_someMethod_pthis_variable[0] = 1;
pthis[0] = 0;",,0.0435928,5,5,"[TEST INPUT PATH EXPR]:
int MyClass_new_variable[5];
int MyClass_someMethod_pthis_variable[5];
int pthis[5];
pthis[0] = 0;MyClass_new_variable[0] = pthis[0];MyClass_someMethod_pthis_variable[0] = 1;pthis[0] = 0;return;",,0.195172,5,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,5,,5,"[TEST INPUT PATH EXPR]:
int MyClass_new_variable[5];
int MyClass_someMethod_pthis_variable[5];
int pthis[5];
pthis[0] = 0;MyClass_new_variable[0] = pthis[0];MyClass_someMethod_pthis_variable[0] = 1;pthis[0] = 0;return;",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/comments-1.c,comments-1.c,152.2389,1,"[TEST INPUT PATH EXPR]:
@;
dummy_array[0] = 0;
return;",,0.411461,1,1,"[TEST INPUT PATH EXPR]:
int dummy_param;
int dummy_array[5];
dummy_array[0] = 0;return;",,0.128011,1,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,1,,1,"[TEST INPUT PATH EXPR]:
int dummy_param;
int dummy_array[5];
dummy_array[0] = 0;return;",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/comments-3.c,comments-3.c,30.6408,1,"[TEST INPUT PATH EXPR]:
x[0] = 0;
return;",,0.0449939,1,1,"[TEST INPUT PATH EXPR]:
int x[5];
x[0] = 0;return;",,0.109514,1,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,1,,1,"[TEST INPUT PATH EXPR]:
int x[5];
x[0] = 0;return;",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/comments-4.c,comments-4.c,120.7327,1,"[TEST INPUT PATH EXPR]:
dummy_array[0] = 0;
return;",,0.0538355,1,1,"[TEST INPUT PATH EXPR]:
int dummy_param;
int dummy_array[5];
dummy_array[0] = 0;return;",,0.124519,1,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,1,,1,"[TEST INPUT PATH EXPR]:
int dummy_param;
int dummy_array[5];
dummy_array[0] = 0;return;",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/comments-7.c,comments-7.c,371.5626,1,"[TEST INPUT PATH EXPR]:
@(1);
x[0] = 0;
return;",,0.0462027,1,1,"[TEST INPUT PATH EXPR]:
void;
int x[5];
x[0] = 0;return;",,0.106169,1,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,1,,1,"[TEST INPUT PATH EXPR]:
void;
int x[5];
x[0] = 0;return;",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/compile-time-calculation-2.c,compile-time-calculation-2.c,138.4706,1,"[TEST INPUT PATH EXPR]:
val[0] = 2*3*4*5*6*7*8*9*10;",,0.338164,1,1,"[TEST INPUT PATH EXPR]:
int n1;
int val[5];
val[0] = 2*3*4*5*6*7*8*9*10;return;",,0.12618,1,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,1,,1,"[TEST INPUT PATH EXPR]:
int n1;
int val[5];
val[0] = 2*3*4*5*6*7*8*9*10;return;",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/compound-data-type.c,compound-data-type.c,314.3158,2,"[TEST INPUT PATH EXPR]:
point[0] = x_val;
point[1] = y_val;
return;",,0.0566361,2,2,"[TEST INPUT PATH EXPR]:
int x_val;
int y_val;
int point[2];
point[0] = x_val;point[1] = y_val;return;",,0.171421,2,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,2,,2,"[TEST INPUT PATH EXPR]:
int x_val;
int y_val;
int point[2];
point[0] = x_val;point[1] = y_val;return;",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/constrained-random-points-on-a-circle-2.c,constrained-random-points-on-a-circle-2.c,245.9420,1,"[TEST INPUT PATH EXPR]:
@(1);
dummy[0] = 0;
return;",,0.0469976,1,1,"[TEST INPUT PATH EXPR]:
int dummy[5];
dummy[0] = 0;return;",,0.104472,1,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,1,,1,"[TEST INPUT PATH EXPR]:
int dummy[5];
dummy[0] = 0;return;",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/count-the-coins-2.c,count-the-coins-2.c,71.6346,10,"[TEST INPUT PATH EXPR]:
arr[0] = 242;
arr[1] = 13398445413854501;
arr[2] = 1333983445341383545001;
arr[3] = 133339833445334138335450001;
arr[4] = 4563;
arr2[0] = 10056050940818192726001;
arr2[1] = 99341140660285639188927260001;
arr2[2] = 992198221207406412424859964272600001;
arr2[3] = 0;
arr2[4] = 0;
return;",,0.0534941,10,10,"[TEST INPUT PATH EXPR]:
int n;
int arr[5];
int arr2[5];
arr[0] = 242;arr[1] = 13398445413854501;arr[2] = 1333983445341383545001;arr[3] = 133339833445334138335450001;arr[4] = 4563;arr2[0] = 10056050940818192726001;arr2[1] = 99341140660285639188927260001;arr2[2] = 992198221207406412424859964272600001;arr2[3] = 0;arr2[4] = 0;return;",,0.405573,10,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,10,,10,"[TEST INPUT PATH EXPR]:
int n;
int arr[5];
int arr2[5];
arr[0] = 242;arr[1] = 13398445413854501;arr[2] = 1333983445341383545001;arr[3] = 133339833445334138335450001;arr[4] = 4563;arr2[0] = 10056050940818192726001;arr2[1] = 99341140660285639188927260001;arr2[2] = 992198221207406412424859964272600001;arr2[3] = 0;arr2[4] = 0;return;",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/create-a-file-1.c,create-a-file-1.c,587.0483,1,"[TEST INPUT PATH EXPR]:
@(1);
fh[0] = 0;
return;",,0.0427191,1,1,"[TEST INPUT PATH EXPR]:
int fh[5];
fh[0] = 0;return;",,0.10281,1,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,1,,1,"[TEST INPUT PATH EXPR]:
int fh[5];
fh[0] = 0;return;",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/create-an-object-at-a-given-address-2.c,create-an-object-at-a-given-address-2.c,777.0681,7,"[TEST INPUT PATH EXPR]:
@(true);
port_a[0] = port_addr;
port_a[0] = port_a[0] ^ 1;
dat[0] = port_a[0];
addr[0] = port_a[0];
return;",,0.0542323,7,7,"[TEST INPUT PATH EXPR]:
int port_addr;
int dat[5];
int addr[5];
int port_a[5];
port_a[0] = port_addr;port_a[0] = port_a[0] ^ 1;dat[0] = port_a[0];addr[0] = port_a[0];return;",,0.26027,7,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,7,,7,"[TEST INPUT PATH EXPR]:
int port_addr;
int dat[5];
int addr[5];
int port_a[5];
port_a[0] = port_addr;port_a[0] = port_a[0] ^ 1;dat[0] = port_a[0];addr[0] = port_a[0];return;",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/delete-a-file-2.c,delete-a-file-2.c,66.9045,5,"[TEST INPUT PATH EXPR]:
temp[0] = 0;
temp[1] = 0;
temp[2] = 0;
temp[3] = 0;
temp[4] = 0;
return;",,0.871816,5,5,"[TEST INPUT PATH EXPR]:
int temp[5];
temp[0] = 0;temp[1] = 0;temp[2] = 0;temp[3] = 0;temp[4] = 0;return;",,0.218597,5,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,5,,5,"[TEST INPUT PATH EXPR]:
int temp[5];
temp[0] = 0;temp[1] = 0;temp[2] = 0;temp[3] = 0;temp[4] = 0;return;",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/documentation.c,documentation.c,296.0987,2,"[TEST INPUT PATH EXPR]:
@(1);
sum[0] = a + b;
return sum[0];",,0.0596111,2,2,"[TEST INPUT PATH EXPR]:
int a;
int b;
int sum[5];
sum[0] = a + b;return sum[0];",,0.143902,2,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,2,,2,"[TEST INPUT PATH EXPR]:
int a;
int b;
int sum[5];
sum[0] = a + b;return sum[0];",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/doubly-linked-list-element-insertion-1.c,doubly-linked-list-element-insertion-1.c,356.8224,12,"[TEST INPUT PATH EXPR]:
@(1);
next[0] = anchor[1];
prev[0] = anchor[0];
newlink[1] = next[0];
newlink[0] = prev[0];
next[0] = newlink[0];
anchor[1] = newlink[0];",,0.0467746,12,12,"[TEST INPUT PATH EXPR]:
int anchor[5];
int newlink[5];
int next[5];
int prev[5];
next[0] = anchor[1];prev[0] = anchor[0];newlink[1] = next[0];newlink[0] = prev[0];next[0] = newlink[0];anchor[1] = newlink[0];return;",,0.282042,12,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,12,,12,"[TEST INPUT PATH EXPR]:
int anchor[5];
int newlink[5];
int next[5];
int prev[5];
next[0] = anchor[1];prev[0] = anchor[0];newlink[1] = next[0];newlink[0] = prev[0];next[0] = newlink[0];anchor[1] = newlink[0];return;",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/doubly-linked-list-element-insertion-2.c,doubly-linked-list-element-insertion-2.c,460.5654,7,"[TEST INPUT PATH EXPR]:
@();
a_next[0] = 1;
a_prev[0] = 0;
a_data[0] = 1;
b_next[0] = 0;
b_prev[0] = 1;
b_data[0] = 3;
c_data[0] = 2;
return;",,0.045892,7,7,"[TEST INPUT PATH EXPR]:
int a_next[5];
int a_prev[5];
int a_data[5];
int b_next[5];
int b_prev[5];
int b_data[5];
int c_data[5];
a_next[0] = 1;a_prev[0] = 0;a_data[0] = 1;b_next[0] = 0;b_prev[0] = 1;b_data[0] = 3;c_data[0] = 2;return;",,0.407709,7,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,7,,7,"[TEST INPUT PATH EXPR]:
int a_next[5];
int a_prev[5];
int a_data[5];
int b_next[5];
int b_prev[5];
int b_data[5];
int c_data[5];
a_next[0] = 1;a_prev[0] = 0;a_data[0] = 1;b_next[0] = 0;b_prev[0] = 1;b_data[0] = 3;c_data[0] = 2;return;",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/empty-program-1.c,empty-program-1.c,312.9896,1,"[TEST INPUT PATH EXPR]:
arr[0] = 0;
return;",,0.0709017,1,1,"[TEST INPUT PATH EXPR]:
int arr[5];
arr[0] = 0;return;",,0.111572,1,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,1,,1,"[TEST INPUT PATH EXPR]:
int arr[5];
arr[0] = 0;return;",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/empty-program-3.c,empty-program-3.c,85.9787,2,"[TEST INPUT PATH EXPR]:
@(1);
x[0] = 195;
return x[0];",,0.0505176,2,2,"[TEST INPUT PATH EXPR]:
int n1;
int x[5];
x[0] = 195;return x[0];",,0.130458,2,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,2,,2,"[TEST INPUT PATH EXPR]:
int n1;
int x[5];
x[0] = 195;return x[0];",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/environment-variables.c,environment-variables.c,33.3332,1,"[TEST INPUT PATH EXPR]:
home[0] = 0;
return;",,0.0444527,1,1,"[TEST INPUT PATH EXPR]:
int home[5];
home[0] = 0;return;",,0.107463,1,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,1,,1,"[TEST INPUT PATH EXPR]:
int home[5];
home[0] = 0;return;",1,100,stage_100
/home/zhangliwei/eppather/testcase/output_complete2/exceptions-1.c,exceptions-1.c,48.1335,3,"[TEST INPUT PATH EXPR]:
result[0] = 0;
@(result[0] == 0);
env[0] = 1;
return;",,0.0834541,3,3,"[TEST INPUT PATH EXPR]:
int env[5];
int result[5];
result[0] = 0;@(result[0] == 0);
env[0] = 1;return;",,0.188053,3,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,3,,3,"[TEST INPUT PATH EXPR]:
int env[5];
int result[5];
result[0] = 0;@(result[0] == 0);
env[0] = 1;return;",1,100,stage_100
